user_id,events_count,unique_active_days,first_event_ts,last_event_ts,support_contacts_count,error_event_count,events_last_30d
4508-OEBEY,32,31,2023-03-10 20:50:51,2024-10-31 14:46:05,0,1,13
4510-HIMLV,63,61,2023-01-05 06:59:55,2024-09-19 17:33:20,1,1,14
4510-PYUSH,57,55,2023-01-19 19:12:17,2024-08-20 00:16:19,2,1,19
4512-ZUIYL,29,27,2023-02-18 18:34:46,2024-10-14 06:52:13,1,0,10
4513-CXYIX,121,110,2023-02-01 21:56:25,2024-09-13 23:30:58,5,5,33
4514-GFCFI,60,58,2023-02-06 07:41:13,2024-09-15 20:13:02,1,1,18
4518-FZBSX,60,57,2023-02-05 13:10:21,2024-10-21 13:51:11,1,2,17
4521-WFJAI,53,52,2023-02-08 06:39:28,2024-09-18 12:47:54,0,3,17
4521-YEEHE,33,32,2023-01-30 08:58:43,2024-08-05 11:59:37,0,0,10
4522-AKYLR,142,122,2023-01-12 18:23:55,2024-10-31 23:36:49,6,4,46
4522-XRWWI,63,60,2023-02-11 05:51:48,2024-10-12 20:51:07,1,2,17
4523-WXCEF,30,28,2023-02-05 14:39:17,2024-06-28 23:12:52,0,0,8
4524-QCSSM,69,67,2023-01-08 20:18:32,2024-09-13 16:22:27,1,2,19
4525-VZCZG,47,44,2023-01-19 21:49:06,2024-08-16 05:10:16,0,1,9
4526-EXKKN,55,51,2023-02-22 09:47:05,2024-06-29 03:41:43,0,4,22
4526-RMTLL,23,23,2023-02-12 18:02:11,2024-09-19 00:25:53,0,1,5
4526-ZJJTM,56,52,2023-01-22 14:13:18,2024-10-17 17:26:45,1,2,19
4529-CKBCL,42,41,2023-03-06 20:36:45,2024-09-30 13:57:39,1,1,11
4530-NDRKU,27,27,2023-04-02 23:51:52,2024-07-10 06:56:59,1,0,7
4531-AUZNK,61,57,2023-01-24 01:30:31,2024-08-27 10:37:07,1,2,22
4534-WGCIR,30,29,2023-04-09 07:22:43,2024-08-21 11:27:25,0,1,9
4536-PLEQY,59,56,2023-01-03 15:19:41,2024-11-20 06:21:20,0,3,14
4537-CIBHB,29,28,2023-01-01 12:29:21,2024-06-06 05:21:42,0,2,7
4537-DKTAL,32,31,2023-02-20 11:57:22,2024-03-28 12:29:01,1,0,6
4538-WNTMJ,50,49,2023-03-10 06:47:04,2024-09-06 22:35:16,1,3,13
4541-RMRLG,59,59,2023-01-06 10:41:07,2024-08-31 23:55:30,0,2,14
4544-RXFMG,26,25,2023-01-02 18:45:54,2024-05-28 23:26:05,0,1,9
4546-FOKWR,66,63,2023-02-01 08:14:08,2024-09-29 14:23:06,2,7,21
4547-FZJWE,54,50,2023-01-15 20:53:14,2024-08-14 22:52:57,0,2,16
4547-KQRTM,24,24,2023-01-19 03:08:52,2024-07-12 08:26:54,0,1,7
4547-LYTDD,61,58,2023-02-03 07:18:06,2024-10-09 18:24:43,2,2,17
4548-SDBKE,36,35,2023-02-12 10:36:08,2024-05-30 18:33:47,1,2,9
4549-ZDQYY,152,134,2023-01-15 15:03:29,2024-10-19 08:16:27,3,11,53
4550-EVXNY,34,33,2023-02-25 07:59:21,2024-11-10 18:15:44,0,1,12
4550-VBOFE,59,56,2023-01-07 05:58:37,2024-10-15 21:21:53,2,1,17
4553-DVPZG,30,27,2023-02-18 19:15:10,2024-11-21 04:43:44,2,2,10
4554-YGZIH,130,112,2023-01-05 01:50:23,2024-11-27 21:30:33,8,7,42
4558-CGYCZ,55,53,2023-01-05 03:31:25,2024-05-25 23:27:49,0,2,10
4558-FANTW,25,25,2023-02-09 09:49:06,2024-06-10 11:38:53,2,1,7
4559-UWIHT,56,53,2023-02-01 19:21:37,2024-08-23 07:02:14,0,4,23
4560-WQAQW,28,26,2023-02-03 08:03:21,2024-08-28 15:18:06,2,2,5
4565-EVZMJ,30,29,2023-01-28 04:15:33,2024-06-14 10:03:09,1,1,8
4565-NLZBV,61,59,2023-01-18 05:17:36,2024-10-12 05:44:40,3,0,21
4566-GOLUK,61,57,2023-02-02 20:11:29,2024-09-16 19:34:37,0,1,16
4566-NECEV,28,28,2023-03-02 13:01:28,2024-10-29 09:42:40,1,1,9
4566-QVRRW,59,55,2023-01-15 23:49:20,2024-10-09 07:52:08,0,4,10
4567-AKPIA,62,58,2023-01-18 06:41:32,2024-11-19 17:26:08,0,3,17
4568-KNYWR,157,136,2023-01-21 13:42:09,2025-01-08 23:04:52,3,5,52
4568-TTZRT,56,52,2023-02-07 16:38:53,2024-09-28 03:21:19,1,5,13
4570-QHXHL,27,26,2023-02-17 21:44:40,2024-04-06 17:48:55,0,2,10
4572-DVCGN,163,142,2023-01-02 08:58:28,2024-10-23 02:35:10,3,9,51
4573-JKNAE,59,55,2023-01-08 15:12:04,2024-11-22 09:37:43,2,3,17
4576-CSAJH,40,37,2023-01-21 18:57:30,2024-06-14 16:09:20,1,2,11
4578-PHJYZ,58,55,2023-01-27 19:32:01,2024-06-19 23:48:22,3,4,10
4580-TMHJU,137,124,2023-01-17 03:52:13,2024-12-28 17:00:57,7,3,40
4581-LNWUM,70,66,2023-01-22 10:40:40,2024-07-20 00:14:50,1,6,15
4581-SSPWD,28,28,2023-03-11 17:13:51,2024-05-12 21:45:30,1,3,5
4583-PARNH,30,30,2023-02-18 00:54:21,2024-07-10 03:54:47,1,1,10
4584-LBNMK,25,24,2023-03-16 08:06:32,2024-09-16 01:51:23,1,5,9
4585-HETAI,70,61,2023-01-23 06:03:53,2024-06-29 22:21:04,2,3,16
4587-NUKOX,59,55,2023-02-01 15:04:25,2024-10-26 09:19:05,0,2,18
4587-VVTOX,30,30,2023-02-06 04:57:03,2024-06-02 04:49:33,2,2,7
4588-YBNIB,69,64,2023-02-08 17:34:06,2024-11-23 01:35:00,2,2,19
4589-IUAJB,41,40,2023-03-07 15:17:58,2024-11-08 02:44:16,1,2,14
4592-IWTJI,27,25,2023-01-08 12:12:13,2024-07-05 13:36:08,0,2,8
4597-ELFTS,28,28,2023-04-15 19:15:40,2024-04-05 18:18:06,0,1,6
4597-NUCQV,28,27,2023-02-16 11:32:10,2024-04-15 20:10:29,0,2,6
4598-XLKNJ,153,133,2023-01-04 07:33:12,2024-12-31 12:28:51,4,9,39
4598-ZADCK,64,58,2023-02-04 18:33:55,2024-06-20 19:06:58,1,4,19
4603-JANFB,20,20,2023-01-07 14:55:00,2024-08-09 18:17:41,0,0,5
4607-CHPCA,65,60,2023-02-15 12:46:53,2024-07-15 01:56:21,2,4,14
4608-LCIMN,35,33,2023-02-11 10:59:20,2024-07-08 22:49:35,0,0,12
4609-KNNWG,34,33,2023-02-18 13:55:51,2024-08-29 08:43:35,0,3,12
4611-ANLQC,65,63,2023-01-19 01:20:23,2024-10-05 10:42:36,3,1,22
4612-SSVHJ,149,133,2023-01-26 14:08:06,2024-09-30 18:11:22,1,4,46
4612-THJBS,55,52,2023-01-27 16:14:54,2024-12-07 02:12:52,1,0,13
4614-NUVZD,33,33,2023-02-03 05:18:45,2024-08-01 01:59:31,0,2,11
4615-PIVVU,31,31,2023-02-08 21:42:03,2024-12-21 08:07:16,1,0,9
4616-EWBNJ,50,48,2023-01-12 12:17:03,2024-09-08 23:35:12,0,1,13
4616-ULAOA,26,25,2023-01-24 18:33:32,2024-08-05 23:06:57,0,2,8
4619-EVPHY,28,28,2023-01-03 07:22:39,2024-05-28 12:43:40,0,0,8
4622-YNKIJ,132,118,2023-01-20 08:06:23,2024-12-19 06:59:57,3,8,37
4623-ZKHLY,52,50,2023-02-10 10:28:46,2024-05-22 13:20:23,0,4,13
4625-EWPTF,29,28,2023-01-25 17:42:24,2025-02-08 18:01:22,0,1,11
4625-LAMOB,50,49,2023-02-17 23:08:17,2024-10-21 01:41:01,6,2,19
4625-XMOYM,21,19,2023-03-14 04:52:34,2024-03-14 06:23:56,0,1,5
4626-GYCZP,56,51,2023-03-20 20:33:51,2024-07-28 11:11:05,2,1,21
4626-OZDTJ,26,26,2023-02-06 23:31:03,2024-11-21 14:44:31,0,0,9
4627-MIHJH,29,28,2023-02-10 14:17:38,2024-11-09 00:24:55,0,0,6
4628-CTTLA,26,25,2023-02-10 09:57:26,2024-09-03 09:44:31,1,1,6
4628-WQCQQ,31,31,2023-01-10 06:44:55,2024-07-18 04:07:04,1,1,8
4629-NRXKX,161,134,2023-01-10 23:10:05,2024-12-12 00:18:09,4,5,55
4631-OACRM,32,29,2023-02-03 21:32:06,2024-08-25 08:26:22,0,2,11
4632-PAOYU,27,25,2023-03-11 01:08:15,2024-12-25 22:07:57,0,2,9
4632-XJMEX,21,21,2023-02-21 20:16:11,2024-10-06 07:26:16,0,0,5
4633-MKHYU,31,29,2023-02-06 18:49:02,2024-08-15 21:43:53,0,1,9
4634-JLRJT,30,28,2023-04-03 01:29:26,2024-05-28 23:51:26,2,0,8
4635-EJYPD,50,49,2023-01-29 19:00:09,2024-09-28 09:20:34,1,3,10
4636-JGAAI,30,29,2023-02-16 19:22:02,2024-08-06 03:20:47,1,1,9
4636-OLWOE,28,28,2023-02-19 23:34:00,2024-07-06 09:10:05,1,1,8
4636-QRJKY,150,130,2023-01-07 15:57:10,2024-11-19 02:38:30,4,3,59
4636-TVXVG,59,58,2023-01-26 22:05:35,2024-08-28 08:03:32,3,0,21
4640-UHDOS,155,134,2023-01-06 08:14:05,2025-01-13 06:31:29,4,6,40
4641-FROLU,35,35,2023-03-10 22:36:10,2024-07-17 02:35:48,1,2,13
4644-OBGFZ,33,33,2023-02-10 15:39:00,2024-08-16 18:03:03,0,3,11
4644-PIZRT,54,54,2023-01-07 03:28:54,2024-09-16 19:32:23,1,2,17
4646-QZXTF,73,70,2023-02-04 17:35:30,2024-12-27 16:46:51,1,3,25
4647-MUZON,25,25,2023-01-15 23:55:11,2024-09-09 00:49:39,0,1,7
4647-XXZAM,30,30,2023-01-08 15:17:49,2024-08-11 08:54:13,1,2,6
4648-YPBTM,159,138,2023-02-08 07:09:47,2024-10-14 16:36:09,3,3,54
4652-NNHNY,30,29,2023-01-30 20:39:52,2024-09-20 07:06:13,1,0,11
4652-ODEVH,64,62,2023-01-20 08:44:53,2024-11-20 15:14:41,0,2,18
4654-DLAMQ,144,126,2023-02-12 04:37:15,2024-12-13 16:25:09,3,6,46
4654-GGUII,27,27,2023-02-01 09:46:16,2024-10-23 07:05:43,0,0,7
4654-ULTTN,31,30,2023-02-09 18:39:03,2024-07-14 08:17:45,2,1,9
4656-CAURT,52,51,2023-01-26 11:00:13,2024-07-12 03:44:45,0,1,10
4657-FWVFY,29,29,2023-02-07 04:17:27,2024-06-04 17:46:15,0,0,6
4658-HCOHW,40,38,2023-01-03 02:24:15,2024-10-03 12:55:38,0,1,15
4659-NZRUF,63,61,2023-01-11 08:53:41,2024-12-05 05:15:42,0,3,22
4660-IRIBM,64,62,2023-01-29 17:33:34,2024-07-12 17:17:24,1,1,18
4661-NJEUX,63,60,2023-01-10 02:54:18,2024-10-02 05:01:39,0,3,20
4662-EKDPQ,28,27,2023-01-16 07:58:54,2024-08-04 04:38:53,0,1,9
4664-NJCMS,25,25,2023-02-06 12:29:16,2024-11-27 20:47:23,1,2,7
4667-OHGKG,30,29,2023-02-07 15:10:15,2024-09-03 21:40:08,0,2,6
4667-QONEA,121,110,2023-02-10 05:13:13,2024-10-26 17:48:10,1,2,45
4670-TABXH,36,33,2023-01-28 22:44:59,2024-06-17 04:37:40,3,2,10
4671-LXRDQ,63,61,2023-01-04 10:24:43,2024-07-27 15:01:01,1,1,25
4671-VJLCL,127,115,2023-02-01 10:16:58,2024-09-04 05:52:40,3,4,37
4672-FOTSD,56,53,2023-01-23 13:26:18,2024-10-08 09:53:01,0,3,11
4673-KKSLS,34,32,2023-01-31 07:50:28,2024-06-11 13:13:44,1,2,10
4674-HGNUA,64,58,2023-02-01 01:23:34,2024-09-21 14:45:43,1,2,14
4676-MQUEA,147,124,2023-01-24 00:54:59,2024-09-16 22:41:49,3,9,49
4676-WLUHT,35,33,2023-01-19 00:03:42,2024-06-18 00:21:33,0,0,5
4678-DVQEO,59,57,2023-02-09 08:46:45,2024-10-23 06:32:21,0,2,23
4680-KUTAJ,64,61,2023-02-09 20:58:44,2024-07-29 04:15:55,2,1,20
4682-BLBUC,48,48,2023-01-25 17:21:29,2024-09-08 21:17:26,0,5,15
4683-WYDOU,71,68,2023-01-02 10:47:48,2024-12-08 16:35:17,2,6,16
4685-ERGHK,32,32,2023-05-20 13:00:27,2024-07-29 04:17:26,0,3,9
4685-TFLLS,33,32,2023-01-13 00:02:41,2024-06-12 02:21:14,0,1,15
4686-GEFRM,125,107,2023-01-04 21:18:17,2024-06-21 03:13:24,2,4,29
4686-UXDML,24,24,2023-03-31 13:46:46,2024-11-28 15:42:00,0,2,10
4690-LLKUA,59,55,2023-01-05 21:49:46,2024-11-12 03:01:31,0,0,12
4690-PKDQG,32,31,2023-02-11 08:33:11,2024-09-14 19:33:35,0,3,11
4692-NNQRU,57,52,2023-02-01 20:28:44,2024-10-21 13:54:56,2,2,17
4693-VWVBO,36,35,2023-01-07 00:31:51,2024-06-25 15:59:49,0,0,9
4694-PHWFW,73,69,2023-02-03 15:38:57,2024-09-17 08:48:56,2,1,23
4695-VADHF,55,53,2023-01-17 16:49:16,2024-10-27 07:10:01,2,0,13
4695-WJZUE,63,61,2023-01-02 10:18:07,2024-11-24 17:18:34,2,2,18
4697-LUPSU,68,65,2023-01-23 23:57:05,2024-08-24 05:13:10,0,1,16
4698-KVLLG,33,33,2023-02-15 16:54:42,2024-10-23 10:15:39,0,2,11
4700-UBQMV,33,32,2023-03-03 09:02:57,2024-05-29 16:50:41,0,1,10
4701-AHWMW,27,26,2023-04-14 13:25:17,2024-04-03 18:22:48,0,0,8
4701-LKOZD,33,32,2023-01-07 10:23:49,2024-06-02 08:46:18,1,2,10
4701-MLJPN,53,50,2023-01-28 06:46:35,2024-09-23 23:52:43,1,1,15
4702-HDRKD,68,64,2023-01-25 15:08:13,2024-11-29 10:37:21,1,1,18
4702-IOQDC,37,34,2023-02-18 00:00:42,2024-07-22 14:55:39,1,5,7
4703-MQYKT,54,53,2023-03-19 02:35:29,2024-11-14 21:17:54,1,3,16
4704-ERYFC,62,59,2023-01-02 07:53:52,2024-04-18 14:08:24,2,3,15
4706-AXVKM,34,34,2023-01-02 05:49:10,2024-10-19 15:33:06,1,1,13
4706-DGAHW,48,44,2023-01-06 12:42:18,2024-07-06 09:53:30,3,2,14
4707-MAXGU,31,31,2023-04-04 04:24:04,2024-08-08 01:59:38,0,2,10
4707-YNOQA,52,49,2023-01-12 10:46:19,2024-07-27 20:18:43,1,3,15
4709-LKHYG,141,117,2023-01-02 01:10:47,2024-08-23 14:02:53,4,4,40
4710-FDUIZ,158,121,2023-01-14 14:26:45,2024-10-05 14:43:42,3,4,49
4710-NKCAW,25,25,2023-02-22 09:21:12,2024-08-26 01:25:21,0,1,7
4712-AUQZO,33,32,2023-03-28 04:20:45,2024-10-28 18:22:42,0,2,16
4712-UYOOI,52,51,2023-01-13 21:08:38,2024-12-05 16:25:21,0,2,13
4713-LZDRV,38,37,2023-01-11 11:04:41,2024-10-01 03:52:11,0,0,10
4713-ZBURT,59,55,2023-01-01 03:48:26,2024-09-22 14:17:21,1,2,21
4716-HHKQH,150,132,2023-01-01 10:59:04,2024-08-27 10:27:33,1,7,31
4716-MRVEN,48,47,2023-01-22 11:25:29,2024-09-24 05:49:23,1,3,15
4717-GHADL,67,62,2023-01-03 22:44:30,2025-01-13 02:16:21,2,2,21
4718-DHSMV,67,63,2023-01-15 03:17:33,2024-07-23 01:02:48,1,1,15
4718-WXBGI,37,36,2023-02-03 21:10:06,2024-09-16 08:08:45,2,2,7
4719-UMSIY,139,123,2023-01-01 01:22:05,2024-09-16 16:28:31,6,3,37
4720-VSTSI,56,50,2023-01-26 23:13:52,2024-11-29 13:41:55,3,0,17
4723-BEGSG,159,137,2023-01-06 15:24:38,2024-11-28 05:37:11,4,10,46
4724-WXVWF,33,33,2023-02-04 01:38:02,2024-04-03 01:48:54,1,1,11
4726-DLWQN,29,27,2023-02-12 15:35:11,2024-07-10 16:50:52,3,2,3
4727-MCYZG,55,53,2023-02-06 09:18:22,2024-10-12 04:00:38,1,4,26
4729-XKASR,16,16,2023-03-08 02:30:07,2024-01-07 11:42:41,1,1,2
4730-AWNAU,62,60,2023-01-11 01:10:05,2024-10-09 06:04:06,0,1,18
4732-RRJZC,31,31,2023-01-01 03:43:37,2024-07-29 13:49:01,1,1,11
4735-ASGMA,38,35,2023-03-29 00:12:50,2024-06-17 06:04:10,0,4,10
4735-BJKOU,68,62,2023-02-08 23:10:14,2024-07-20 06:24:43,0,0,21
4737-AQCPU,53,51,2023-01-12 23:35:29,2024-11-18 03:05:10,0,2,13
4737-HOBAX,35,34,2023-03-26 05:28:26,2024-04-05 23:17:51,0,1,5
4741-WWJQZ,70,67,2023-01-15 12:02:07,2024-06-04 21:50:07,5,2,19
4742-DRORA,149,124,2023-01-17 13:32:57,2024-10-23 03:46:00,2,8,42
4742-TXUEX,28,28,2023-01-28 17:22:57,2024-09-28 19:29:42,0,3,11
4745-LSPLO,27,26,2023-03-03 07:12:47,2024-05-29 02:07:27,0,0,8
4747-LCAQL,29,28,2023-02-02 07:32:19,2024-01-25 17:15:17,1,0,4
4749-OJKQU,33,32,2023-02-02 22:51:18,2024-07-29 14:11:36,0,1,11
4749-VFKVB,59,55,2023-01-12 20:05:44,2024-07-17 19:00:55,0,1,21
4750-UKWJK,31,30,2023-02-06 13:43:14,2024-11-14 01:59:54,1,1,10
4750-ZRXIU,55,53,2023-01-13 20:07:32,2024-09-12 14:16:41,1,0,14
4751-ERMAN,56,51,2023-04-05 09:32:37,2024-08-20 20:36:07,1,4,15
4753-PADAS,30,30,2023-03-19 03:49:40,2024-05-27 10:58:58,1,0,8
4759-PXTAN,25,25,2023-02-12 04:17:21,2024-05-02 00:58:39,1,2,7
4759-TRPLW,22,22,2023-01-15 21:56:20,2024-04-16 03:21:32,0,0,5
4760-THGOT,54,51,2023-01-04 13:31:28,2024-12-23 13:15:35,1,1,19
4760-XOHVN,26,25,2023-01-04 17:34:50,2024-08-10 01:58:35,1,1,8
4763-PGDPO,77,72,2023-01-07 10:52:43,2024-07-24 11:57:20,4,4,25
4765-OXPPD,152,134,2023-01-10 05:43:07,2024-12-06 06:40:39,2,2,44
4767-HZZHQ,160,141,2023-01-26 04:19:17,2024-11-22 23:30:19,4,7,49
4770-QAZXN,35,35,2023-02-02 00:41:06,2024-06-20 00:13:59,0,2,11
4770-UEZOX,64,57,2023-02-27 00:49:32,2024-08-02 00:39:28,2,2,22
4774-HHGGS,39,37,2023-03-06 10:17:16,2024-09-25 23:27:51,0,2,11
4776-XSKYQ,22,22,2023-02-13 11:49:36,2025-01-24 20:54:52,0,0,8
4778-IZARL,39,38,2023-02-15 14:02:54,2024-08-04 22:30:27,0,2,11
4779-ZGICK,30,29,2023-01-04 15:05:59,2024-07-16 20:21:04,1,2,9
4781-ZXYGU,36,34,2023-01-17 16:02:50,2024-08-02 18:33:48,0,1,9
4782-OSFXZ,62,58,2023-02-07 05:02:52,2024-12-26 22:44:01,0,2,20
4785-FCIFB,161,140,2023-01-16 16:23:17,2024-08-24 22:15:34,4,3,45
4785-NKHCX,69,65,2023-02-06 18:44:01,2024-06-15 20:19:38,2,4,17
4785-QRJHC,26,25,2023-04-04 21:53:08,2024-04-21 03:00:31,0,1,6
4786-UKSNZ,27,27,2023-03-09 22:21:50,2024-11-18 16:29:09,0,2,12
4789-KWMXN,23,21,2023-02-04 05:51:07,2024-07-07 04:16:22,0,1,4
4791-QRGMF,59,57,2023-02-08 15:47:59,2024-08-21 11:13:55,0,3,19
4795-KTRTH,58,54,2023-01-09 00:33:02,2024-11-25 00:35:40,0,1,25
4795-UXVCJ,48,48,2023-01-13 21:40:46,2025-01-03 02:27:23,0,1,16
4795-WRNVT,37,37,2023-01-12 17:10:43,2024-03-24 15:42:24,0,0,6
4797-AXPXK,24,24,2023-03-12 08:21:24,2024-10-03 05:49:05,0,0,6
4797-MIWUM,32,31,2023-02-14 00:28:51,2025-01-27 13:37:01,1,2,10
4800-CZMPC,43,42,2023-01-01 23:54:24,2024-09-22 10:32:29,0,5,14
4800-VHZKI,154,132,2023-01-01 13:11:03,2024-11-18 04:25:46,5,2,38
4801-JZAZL,44,40,2023-02-23 06:30:15,2024-09-07 07:20:37,3,1,15
4801-KFYKL,25,24,2023-03-15 05:18:38,2024-10-05 05:06:11,1,1,5
4803-AXVYP,64,61,2023-01-10 12:02:06,2024-09-15 14:22:24,1,1,20
4803-LBYPN,30,28,2023-01-03 06:18:00,2024-09-04 12:17:36,1,3,13
4804-NCPET,43,41,2023-02-18 05:37:17,2024-10-25 14:12:22,0,2,13
4806-DXQCE,73,69,2023-01-16 23:00:09,2024-12-14 11:42:43,2,3,25
4806-HIPDW,25,25,2023-01-12 16:00:59,2024-09-10 09:00:49,0,0,9
4806-KEXQR,24,24,2023-03-02 04:38:44,2024-07-21 23:09:36,0,3,4
4807-IZYOZ,27,26,2023-03-13 10:31:43,2024-12-11 14:45:01,0,1,13
4808-YNLEU,133,112,2023-01-06 10:06:32,2024-09-16 04:32:35,3,4,34
4811-JBUVU,145,127,2023-01-01 20:07:39,2024-10-26 23:07:03,1,11,52
4813-HQMGZ,74,67,2023-02-06 01:59:42,2024-11-13 00:12:38,2,2,27
4815-GBTCD,37,36,2023-03-06 00:29:12,2024-10-21 10:50:39,0,0,12
4815-TUMEQ,33,30,2023-01-04 20:27:23,2024-06-10 18:29:24,0,1,12
4815-YOSUK,64,63,2023-01-01 02:44:21,2024-11-19 14:02:16,1,4,13
4816-JBHOV,34,33,2023-02-06 04:16:11,2024-09-30 11:11:43,0,3,10
4816-LXZYW,55,51,2023-02-22 22:57:27,2024-11-01 00:14:48,0,1,13
4816-OKWNX,35,34,2023-01-07 13:01:09,2024-08-14 23:16:11,0,1,13
4817-KEQSP,29,29,2023-03-07 14:20:46,2024-04-27 20:47:01,1,0,9
4817-QRJSX,24,23,2023-02-25 02:25:35,2024-05-21 12:03:08,1,1,6
4817-VYYWS,25,25,2023-02-10 22:07:33,2024-10-28 05:03:29,0,0,7
4818-DRBQT,38,37,2023-01-10 17:17:49,2024-10-21 02:50:55,0,1,10
4818-QIUFN,32,32,2023-01-05 07:50:31,2024-06-30 14:26:07,0,1,11
4819-HJPIW,23,23,2023-04-09 15:10:25,2024-08-01 09:03:06,0,1,8
4821-SJHJV,33,33,2023-02-11 02:20:36,2024-06-13 05:19:15,0,2,13
4821-WQOYN,57,53,2023-01-28 20:08:22,2024-08-01 02:15:27,0,5,18
4822-LPTYJ,29,28,2023-02-03 04:58:51,2024-07-29 22:50:12,0,1,7
4822-NGOCH,64,60,2023-01-21 11:22:19,2024-06-17 02:00:59,0,2,14
4822-RVYBB,63,59,2023-02-14 03:29:40,2024-11-19 07:02:25,1,2,13
4822-YCXMX,27,27,2023-01-01 08:18:54,2024-03-30 14:57:48,0,2,6
4824-GUCBY,55,53,2023-02-13 06:12:25,2024-12-16 12:45:41,1,0,12
4825-FUREZ,15,15,2023-05-21 15:12:09,2024-07-05 20:04:30,0,0,7
4825-XJGDM,71,66,2023-01-13 17:02:58,2024-09-03 11:25:51,0,5,22
4826-DXMUP,65,62,2023-01-19 22:58:34,2024-07-29 15:46:20,0,1,23
4826-TZEVA,31,31,2023-01-10 04:20:58,2024-07-10 22:01:34,0,0,9
4826-XTSOH,56,51,2023-02-26 14:45:34,2024-12-30 15:40:07,2,2,21
4827-DPADN,39,39,2023-03-16 01:24:17,2024-08-21 11:34:21,1,2,9
4827-LTQRJ,63,58,2023-01-08 01:59:24,2024-08-18 09:49:45,1,6,18
4827-USJHP,143,124,2023-01-08 08:28:08,2024-11-25 22:01:39,3,3,31
4828-FAZPK,27,27,2023-03-02 07:27:21,2024-07-02 09:58:21,1,0,8
4829-AUOAX,62,56,2023-02-24 20:14:03,2024-09-15 05:32:29,0,2,14
4829-ZLJTK,57,54,2023-01-16 19:32:32,2024-05-02 14:31:51,1,5,18
4830-FAXFM,63,57,2023-01-10 22:22:11,2024-10-24 22:51:03,2,1,21
4831-EOBFE,67,64,2023-01-29 11:36:13,2024-08-22 05:42:19,2,1,18
4832-VRBMR,69,66,2023-01-15 04:45:15,2024-11-20 01:25:18,2,2,19
4833-QTJNO,37,35,2023-01-20 15:30:58,2024-11-26 10:27:07,0,1,10
4835-YSJMR,53,51,2023-03-02 11:32:43,2024-10-03 19:09:03,0,1,17
4836-WNFNO,70,66,2023-01-01 02:11:42,2024-08-02 16:26:10,1,4,24
4837-PZTIC,53,49,2023-03-09 03:36:31,2024-10-23 19:21:06,3,3,13
4837-QUSFT,70,65,2023-01-07 05:21:35,2024-06-30 19:05:39,2,4,18
4840-ORQXB,55,51,2023-01-16 11:51:53,2024-10-28 16:35:48,4,2,17
4844-JJWUY,21,21,2023-03-17 20:20:38,2024-07-30 23:20:39,0,2,7
4846-WHAFZ,125,106,2023-01-15 23:11:33,2024-08-07 19:44:14,2,4,35
4847-QNOKA,34,33,2023-04-04 22:03:41,2024-07-25 18:03:36,0,2,8
4847-TAJYI,139,124,2023-01-01 08:45:35,2024-12-24 23:13:37,3,4,39
4849-PYRLQ,60,53,2023-02-09 17:31:42,2024-08-25 05:38:23,5,4,18
4851-BQDNX,169,149,2023-01-06 02:07:52,2024-12-30 05:13:45,2,5,58
4853-OITSN,17,17,2023-02-02 10:27:31,2024-02-29 03:02:49,1,0,4
4853-RULSV,50,49,2023-01-14 08:16:00,2024-10-20 02:50:49,1,2,14
4854-CIDCF,67,65,2023-02-02 10:54:48,2024-10-05 23:53:35,0,1,22
4854-SSLTN,52,49,2023-01-25 16:44:28,2024-09-13 12:01:06,2,0,14
4855-SNKMY,27,26,2023-01-19 00:38:16,2024-07-15 08:58:28,0,0,10
4859-ZSRDZ,39,37,2023-02-08 12:54:13,2024-07-02 23:19:42,0,1,10
4860-IJUDE,29,29,2023-01-20 08:38:20,2024-08-23 05:25:19,0,2,10
4860-YZGZM,43,40,2023-03-19 08:22:56,2024-09-19 14:49:07,1,4,12
4868-AADLV,34,34,2023-01-29 20:54:01,2024-09-22 17:59:27,1,1,9
4869-EPIUS,53,48,2023-03-31 23:43:58,2024-08-30 01:46:43,3,3,19
4871-JTKJF,32,29,2023-03-12 04:48:01,2024-06-15 08:10:16,1,0,6
4872-JCVCA,56,50,2023-02-17 14:01:50,2024-10-05 03:38:59,1,2,13
4872-VXRIL,24,23,2023-02-01 11:18:16,2024-03-31 00:19:38,0,1,6
4873-ILOLJ,48,45,2023-02-18 04:39:31,2024-11-23 21:55:35,0,1,11
4877-EVATK,29,28,2023-01-14 06:35:24,2024-07-06 12:43:17,1,0,4
4877-TSOFF,24,23,2023-04-01 11:59:30,2024-08-19 09:07:59,0,0,10
4878-BUNFV,54,51,2023-01-14 03:14:02,2024-07-14 23:11:38,2,0,15
4879-GZLFH,35,34,2023-01-07 14:08:29,2024-10-12 14:44:28,1,1,7
4881-GQJTW,73,68,2023-01-06 23:07:39,2024-10-12 06:48:25,1,3,19
4881-JVQOD,134,111,2023-01-30 18:37:05,2024-11-29 15:39:16,3,4,36
4883-KCPZJ,62,58,2023-01-01 16:06:50,2024-08-28 16:06:48,1,5,14
4883-QICIH,54,49,2023-02-11 12:33:06,2024-06-20 02:51:07,1,6,21
4884-LEVMQ,47,46,2023-02-08 23:08:09,2024-11-25 04:53:29,0,0,12
4884-TVUQF,32,31,2023-01-06 08:38:46,2024-07-19 14:24:50,2,0,13
4884-ZTHVF,28,27,2023-01-05 06:58:56,2024-05-20 18:15:27,1,2,6
4890-VMUAV,57,53,2023-02-10 21:53:08,2024-10-16 08:21:06,2,4,17
