user_id,segment,signup_date,active_months,active_month_offsets,churned,churn_date
842,medium,2023-06-01,6,0|1|2|3|4|5,True,2023-12-01
843,low,2023-09-01,4,0|1|2|3,True,2024-01-01
844,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
845,medium,2023-06-01,6,0|1|2|3|4|5,True,2023-12-01
846,high,2023-06-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-09-01
847,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
848,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
849,medium,2023-06-01,5,0|1|2|3|4,True,2023-11-01
850,medium,2023-05-01,2,0|1,True,2023-07-01
851,medium,2023-02-01,1,0,True,2023-03-01
852,low,2023-07-01,2,0|3,True,2023-11-01
853,low,2023-07-01,5,0|1|2|3|4,True,2023-12-01
854,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
855,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
856,medium,2023-04-01,8,0|1|2|3|4|5|6|7,True,2023-12-01
857,low,2023-09-01,1,0,True,2023-10-01
858,medium,2023-02-01,3,0|1|2,True,2023-05-01
859,high,2023-07-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-10-01
860,medium,2023-09-01,6,0|1|2|3|4|7,True,2024-05-01
861,low,2023-04-01,3,0|1|2,True,2023-07-01
862,high,2023-04-01,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,True,2024-08-01
863,medium,2023-08-01,8,0|1|2|3|4|5|6|7,True,2024-04-01
864,low,2023-09-01,1,0,True,2023-10-01
865,high,2023-08-01,9,0|1|2|3|4|5|6|7|8,True,2024-05-01
866,low,2023-09-01,1,0,True,2023-10-01
867,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
868,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
869,medium,2023-07-01,3,0|1|2,True,2023-10-01
870,low,2023-05-01,4,0|1|2|3,True,2023-09-01
871,high,2023-04-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-02-01
872,medium,2023-08-01,8,0|1|2|3|4|5|6|7,True,2024-04-01
873,medium,2023-06-01,3,0|1|2,True,2023-09-01
874,low,2023-05-01,2,0|1,True,2023-07-01
875,low,2023-03-01,3,0|1|2,True,2023-06-01
876,medium,2023-04-01,7,0|1|2|3|4|5|6,True,2023-11-01
877,high,2023-09-01,9,0|1|2|3|4|5|6|7|8,True,2024-06-01
878,low,2023-01-01,2,0|1,True,2023-03-01
879,high,2023-03-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2024-02-01
880,low,2023-04-01,1,0,True,2023-05-01
881,medium,2023-01-01,4,0|1|2|3,True,2023-05-01
882,medium,2023-06-01,5,0|1|2|3|4,True,2023-11-01
883,low,2023-01-01,3,0|1|2,True,2023-04-01
884,low,2023-05-01,1,0,True,2023-06-01
885,medium,2023-04-01,8,0|1|2|3|4|5|6|7,True,2023-12-01
886,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
887,medium,2023-06-01,4,0|1|2|3,True,2023-10-01
888,medium,2023-01-01,7,0|1|2|3|4|5|6,True,2023-08-01
889,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
890,high,2023-02-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2024-01-01
891,low,2023-09-01,5,0|1|2|14|15,True,2025-01-01
892,low,2023-01-01,4,0|1|2|3,True,2023-05-01
893,medium,2023-01-01,5,0|1|2|3|4,True,2023-06-01
894,medium,2023-06-01,4,0|1|2|3,True,2023-10-01
895,low,2023-01-01,3,0|1|2,True,2023-04-01
896,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
897,medium,2023-04-01,4,0|1|2|3,True,2023-08-01
898,high,2023-06-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-09-01
899,medium,2023-05-01,3,0|1|2,True,2023-08-01
900,medium,2023-03-01,4,0|1|2|3,True,2023-07-01
901,medium,2023-02-01,4,0|1|2|3,True,2023-06-01
902,medium,2023-02-01,7,0|1|2|3|4|5|6,True,2023-09-01
903,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
904,medium,2023-04-01,3,0|1|2,True,2023-07-01
905,high,2023-06-01,9,0|1|2|3|4|5|6|7|8,True,2024-03-01
906,medium,2023-03-01,3,0|1|2,True,2023-06-01
907,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
908,medium,2023-04-01,7,0|1|2|3|4|5|6,True,2023-11-01
909,medium,2023-07-01,4,0|1|2|3,True,2023-11-01
910,low,2023-03-01,4,0|1|2|3,True,2023-07-01
911,low,2023-02-01,1,0,True,2023-03-01
912,high,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
913,medium,2023-05-01,5,0|1|2|3|4,True,2023-10-01
914,high,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
915,low,2023-06-01,2,0|1,True,2023-08-01
916,low,2023-06-01,5,0|1|2|3|4,True,2023-11-01
917,medium,2023-09-01,10,0|1|2|3|4|5|6|7|11|12,True,2024-10-01
918,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
919,medium,2023-03-01,5,0|1|2|3|4,True,2023-08-01
920,low,2023-04-01,1,0,True,2023-05-01
921,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
922,low,2023-07-01,3,0|1|2,True,2023-10-01
923,medium,2023-07-01,9,0|1|2|3|4|5|6|16|17,False,
924,low,2023-06-01,3,0|1|2,True,2023-09-01
925,medium,2023-01-01,9,0|1|2|3|4|5|6|7|8,True,2023-10-01
926,low,2023-07-01,3,0|1|2,True,2023-10-01
927,low,2023-07-01,2,0|1,True,2023-09-01
928,medium,2023-08-01,3,0|1|2,True,2023-11-01
929,high,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
930,medium,2023-01-01,7,0|1|2|3|4|5|6,True,2023-08-01
931,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
932,low,2023-08-01,1,0,True,2023-09-01
933,high,2023-04-01,17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,False,
934,medium,2023-01-01,2,0|1,True,2023-03-01
935,high,2023-09-01,8,0|1|2|3|4|5|6|7,True,2024-05-01
936,high,2023-01-01,14,0|1|2|3|4|5|6|7|8|9|10|11|15|16,True,2024-06-01
937,high,2023-01-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-01-01
938,medium,2023-05-01,8,0|1|2|3|4|5|6|7,True,2024-01-01
939,low,2023-06-01,2,0|1,True,2023-08-01
940,high,2023-02-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-03-01
941,medium,2023-07-01,4,0|1|2|3,True,2023-11-01
942,low,2023-05-01,3,0|1|2,True,2023-08-01
943,low,2023-01-01,3,0|1|2,True,2023-04-01
944,high,2023-08-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-11-01
945,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
946,low,2023-02-01,4,0|1|2|3,True,2023-06-01
947,medium,2023-03-01,7,0|1|2|3|4|5|6,True,2023-10-01
948,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
949,medium,2023-06-01,8,0|1|2|3|4|5|6|7,True,2024-02-01
950,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
951,medium,2023-08-01,8,0|1|2|3|4|5|6|10,True,2024-07-01
952,low,2023-06-01,1,0,True,2023-07-01
953,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
954,low,2023-06-01,4,0|1|2|3,True,2023-10-01
955,medium,2023-04-01,5,0|1|2|3|4,True,2023-09-01
956,low,2023-07-01,2,0|1,True,2023-09-01
957,low,2023-06-01,1,0,True,2023-07-01
958,low,2023-01-01,2,0|1,True,2023-03-01
959,low,2023-09-01,4,0|1|2|13,True,2024-11-01
960,low,2023-05-01,3,0|1|2,True,2023-08-01
961,low,2023-02-01,1,0,True,2023-03-01
962,medium,2023-01-01,3,0|1|2,True,2023-04-01
963,medium,2023-09-01,8,0|1|2|3|4|5|10|11,True,2024-09-01
964,low,2023-06-01,1,0,True,2023-07-01
965,high,2023-02-01,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,True,2024-06-01
966,medium,2023-07-01,2,0|1,True,2023-09-01
967,low,2023-09-01,1,0,True,2023-10-01
968,medium,2023-04-01,3,0|1|2,True,2023-07-01
969,medium,2023-07-01,7,0|1|2|3|4|5|6,True,2024-02-01
970,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
971,medium,2023-06-01,3,0|1|2,True,2023-09-01
972,low,2023-09-01,2,0|1,True,2023-11-01
973,medium,2023-01-01,5,0|1|2|3|4,True,2023-06-01
974,high,2023-09-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2024-08-01
975,low,2023-01-01,3,0|5|6,True,2023-08-01
976,low,2023-06-01,4,0|1|2|3,True,2023-10-01
977,medium,2023-07-01,3,0|1|2,True,2023-10-01
978,medium,2023-02-01,8,0|1|2|3|4|5|6|7,True,2023-10-01
979,low,2023-07-01,5,0|1|2|3|4,True,2023-12-01
980,medium,2023-09-01,5,0|1|2|3|4,True,2024-02-01
981,low,2023-06-01,1,0,True,2023-07-01
982,low,2023-08-01,3,0|1|2,True,2023-11-01
983,high,2023-03-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-03-01
984,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
985,low,2023-09-01,4,0|1|2|3,True,2024-01-01
986,low,2023-03-01,1,0,True,2023-04-01
987,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
988,high,2023-08-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-11-01
989,medium,2023-01-01,5,0|1|2|3|4,True,2023-06-01
990,low,2023-03-01,1,0,True,2023-04-01
991,low,2023-06-01,1,0,True,2023-07-01
992,low,2023-05-01,1,0,True,2023-06-01
993,medium,2023-01-01,3,0|1|2,True,2023-04-01
994,medium,2023-07-01,4,0|1|2|3,True,2023-11-01
995,medium,2023-02-01,8,0|1|2|3|4|5|6|7,True,2023-10-01
996,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
997,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
998,medium,2023-04-01,5,0|1|2|3|4,True,2023-09-01
999,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
1000,medium,2023-09-01,8,0|1|2|3|4|5|6|7,True,2024-05-01
1001,high,2023-02-01,8,0|1|2|3|4|5|6|9,True,2023-12-01
1002,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
1003,high,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
1004,low,2023-01-01,1,0,True,2023-02-01
1005,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
1006,low,2023-01-01,3,0|1|2,True,2023-04-01
1007,low,2023-09-01,5,0|1|2|3|4,True,2024-02-01
1008,low,2023-05-01,4,0|1|2|3,True,2023-09-01
1009,low,2023-06-01,3,0|1|2,True,2023-09-01
1010,medium,2023-07-01,7,0|1|2|3|4|5|6,True,2024-02-01
1011,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
1012,low,2023-06-01,5,0|1|2|3|4,True,2023-11-01
1013,high,2023-08-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-06-01
1014,low,2023-09-01,3,0|1|2,True,2023-12-01
1015,low,2023-03-01,1,0,True,2023-04-01
1016,medium,2023-06-01,4,0|1|2|3,True,2023-10-01
1017,medium,2023-02-01,8,0|1|2|3|4|5|6|7,True,2023-10-01
1018,medium,2023-08-01,1,0,True,2023-09-01
1019,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
1020,high,2023-09-01,2,0|1,True,2023-11-01
1021,medium,2023-03-01,8,0|1|2|3|4|5|6|7,True,2023-11-01
1022,medium,2023-04-01,11,0|1|2|3|4|5|6|7|8|15|16,True,2024-09-01
1023,medium,2023-07-01,9,0|1|2|3|4|5|6|7|8,True,2024-04-01
1024,low,2023-05-01,3,0|1|2,True,2023-08-01
1025,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
1026,medium,2023-08-01,2,0|1,True,2023-10-01
1027,low,2023-01-01,3,0|1|2,True,2023-04-01
1028,high,2023-08-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-08-01
1029,medium,2023-08-01,8,0|1|2|3|4|5|6|7,True,2024-04-01
1030,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
1031,low,2023-07-01,2,0|1,True,2023-09-01
1032,high,2023-06-01,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,True,2024-10-01
1033,medium,2023-01-01,3,0|1|2,True,2023-04-01
1034,medium,2023-05-01,3,0|1|2,True,2023-08-01
1035,high,2023-02-01,10,0|1|2|3|4|5|6|7|8|9,True,2023-12-01
1036,low,2023-02-01,2,0|1,True,2023-04-01
1037,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
1038,low,2023-05-01,2,0|1,True,2023-07-01
1039,medium,2023-07-01,7,0|1|2|3|4|5|6,True,2024-02-01
1040,low,2023-09-01,3,0|1|2,True,2023-12-01
1041,low,2023-03-01,3,0|1|2,True,2023-06-01
1042,low,2023-02-01,2,0|1,True,2023-04-01
1043,medium,2023-01-01,2,0|1,True,2023-03-01
1044,medium,2023-03-01,1,0,True,2023-04-01
1045,medium,2023-04-01,7,0|1|2|3|4|5|6,True,2023-11-01
1046,medium,2023-01-01,5,0|1|2|3|4,True,2023-06-01
1047,low,2023-07-01,1,0,True,2023-08-01
1048,medium,2023-09-01,3,0|1|2,True,2023-12-01
1049,medium,2023-06-01,5,0|1|2|3|4,True,2023-11-01
1050,low,2023-02-01,1,0,True,2023-03-01
1051,low,2023-04-01,3,0|1|2,True,2023-07-01
1052,high,2023-04-01,17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,True,2024-09-01
1053,high,2023-09-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-09-01
1054,high,2023-04-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-07-01
1055,high,2023-04-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-04-01
1056,low,2023-01-01,1,0,True,2023-02-01
1057,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
1058,low,2023-09-01,1,0,True,2023-10-01
1059,low,2023-04-01,1,0,True,2023-05-01
1060,high,2023-05-01,6,0|1|2|3|4|5,True,2023-11-01
1061,low,2023-03-01,1,0,True,2023-04-01
1062,medium,2023-01-01,7,0|1|2|3|4|5|6,True,2023-08-01
1063,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
1064,low,2023-09-01,4,0|1|2|3,True,2024-01-01
1065,low,2023-08-01,3,0|1|2,True,2023-11-01
1066,medium,2023-01-01,9,0|1|2|3|4|5|6|7|8,True,2023-10-01
1067,medium,2023-08-01,2,0|1,True,2023-10-01
1068,high,2023-09-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-11-01
1069,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
1070,high,2023-09-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-12-01
1071,low,2023-04-01,1,0,True,2023-05-01
1072,low,2023-09-01,2,0|1,True,2023-11-01
1073,medium,2023-03-01,5,0|1|2|3|4,True,2023-08-01
1074,medium,2023-05-01,6,0|1|2|3|4|5,True,2023-11-01
1075,low,2023-02-01,1,0,True,2023-03-01
1076,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
1077,low,2023-02-01,1,0,True,2023-03-01
1078,high,2023-04-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-02-01
1079,low,2023-04-01,1,0,True,2023-05-01
1080,high,2023-09-01,9,0|1|2|3|4|5|6|7|8,True,2024-06-01
1081,low,2023-08-01,1,0,True,2023-09-01
1082,high,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
1083,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
1084,low,2023-01-01,2,0|1,True,2023-03-01
1085,low,2023-03-01,5,0|1|2|3|4,True,2023-08-01
1086,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
1087,medium,2023-03-01,5,0|1|2|3|4,True,2023-08-01
1088,low,2023-02-01,5,0|1|2|3|4,True,2023-07-01
1089,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
1090,low,2023-03-01,1,0,True,2023-04-01
1091,low,2023-07-01,4,0|1|2|3,True,2023-11-01
1092,low,2023-08-01,2,0|10,True,2024-07-01
1093,high,2023-05-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-05-01
1094,medium,2023-05-01,2,0|1,True,2023-07-01
1095,low,2023-05-01,4,0|1|2|3,True,2023-09-01
1096,low,2023-06-01,5,0|1|2|3|4,True,2023-11-01
1097,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
1098,medium,2023-09-01,2,0|1,True,2023-11-01
1099,low,2023-02-01,2,0|1,True,2023-04-01
1100,medium,2023-08-01,1,0,True,2023-09-01
1101,low,2023-05-01,4,0|1|2|3,True,2023-09-01
1102,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
1103,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
1104,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
1105,low,2023-01-01,3,0|1|9,True,2023-11-01
1106,high,2023-03-01,18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,False,
1107,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
1108,medium,2023-01-01,5,0|1|2|3|4,True,2023-06-01
1109,low,2023-08-01,2,0|1,True,2023-10-01
1110,high,2023-07-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-09-01
1111,medium,2023-08-01,4,0|1|2|3,True,2023-12-01
1112,medium,2023-09-01,4,0|1|2|3,True,2024-01-01
1113,high,2023-04-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-06-01
1114,medium,2023-08-01,8,0|1|2|3|4|5|6|15,True,2024-12-01
1115,medium,2023-08-01,4,0|1|2|3,True,2023-12-01
1116,low,2023-01-01,2,0|1,True,2023-03-01
1117,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
1118,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
1119,low,2023-01-01,4,0|1|2|3,True,2023-05-01
1120,medium,2023-03-01,2,0|1,True,2023-05-01
1121,medium,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
1122,medium,2023-01-01,3,0|1|2,True,2023-04-01
1123,low,2023-05-01,1,0,True,2023-06-01
1124,low,2023-02-01,4,0|1|2|3,True,2023-06-01
1125,medium,2023-01-01,7,0|1|2|3|4|5|6,True,2023-08-01
1126,low,2023-06-01,1,0,True,2023-07-01
1127,low,2023-09-01,3,0|1|2,True,2023-12-01
1128,high,2023-09-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-07-01
1129,low,2023-02-01,3,0|1|2,True,2023-05-01
1130,low,2023-02-01,2,0|1,True,2023-04-01
1131,low,2023-09-01,2,0|1,True,2023-11-01
1132,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
1133,high,2023-08-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-11-01
1134,high,2023-09-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-09-01
1135,medium,2023-07-01,5,0|1|2|3|4,True,2023-12-01
1136,medium,2023-05-01,2,0|1,True,2023-07-01
1137,low,2023-08-01,1,0,True,2023-09-01
1138,low,2023-05-01,1,0,True,2023-06-01
1139,medium,2023-07-01,8,0|1|2|3|4|5|6|7,True,2024-03-01
1140,medium,2023-07-01,2,0|1,True,2023-09-01
1141,medium,2023-03-01,7,0|1|2|3|4|5|6,True,2023-10-01
1142,low,2023-02-01,3,0|1|2,True,2023-05-01
1143,medium,2023-06-01,9,0|1|2|3|4|5|6|7|8,True,2024-03-01
1144,medium,2023-04-01,5,0|1|2|3|4,True,2023-09-01
1145,high,2023-07-01,9,0|1|2|3|4|5|6|7|8,True,2024-04-01
1146,low,2023-02-01,3,0|1|2,True,2023-05-01
1147,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
1148,low,2023-06-01,1,0,True,2023-07-01
1149,high,2023-08-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-08-01
1150,medium,2023-01-01,4,0|1|2|3,True,2023-05-01
1151,medium,2023-06-01,4,0|1|2|3,True,2023-10-01
1152,low,2023-01-01,4,0|1|2|3,True,2023-05-01
1153,low,2023-04-01,2,0|1,True,2023-06-01
1154,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
1155,medium,2023-08-01,2,0|1,True,2023-10-01
1156,low,2023-04-01,5,0|1|2|3|4,True,2023-09-01
1157,low,2023-07-01,4,0|1|2|3,True,2023-11-01
1158,medium,2023-04-01,4,0|1|2|3,True,2023-08-01
1159,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
1160,low,2023-04-01,3,0|1|2,True,2023-07-01
1161,medium,2023-09-01,9,0|1|2|3|4|5|6|7|8,True,2024-06-01
1162,medium,2023-09-01,5,0|1|2|3|4,True,2024-02-01
1163,high,2023-03-01,13,0|1|2|3|4|5|6|7|8|9|10|11|17,False,
1164,low,2023-07-01,1,0,True,2023-08-01
1165,medium,2023-03-01,8,0|1|2|3|4|5|6|7,True,2023-11-01
1166,medium,2023-04-01,3,0|1|2,True,2023-07-01
1167,medium,2023-05-01,5,0|1|2|3|4,True,2023-10-01
1168,medium,2023-07-01,8,0|1|2|3|4|5|6|7,True,2024-03-01
1169,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
1170,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
1171,medium,2023-05-01,4,0|1|2|3,True,2023-09-01
1172,medium,2023-07-01,4,0|1|2|3,True,2023-11-01
1173,medium,2023-06-01,3,0|1|2,True,2023-09-01
1174,high,2023-07-01,13,0|1|2|3|4|5|6|7|8|9|10|11|16,True,2024-12-01
1175,medium,2023-07-01,3,0|1|2,True,2023-10-01
1176,high,2023-07-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-08-01
1177,high,2023-07-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|14|15,True,2024-11-01
1178,medium,2023-06-01,7,0|1|2|3|4|5|6,True,2024-01-01
1179,medium,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
1180,medium,2023-04-01,10,0|1|2|3|4|5|6|7|15|16,True,2024-09-01
1181,low,2023-09-01,2,0|1,True,2023-11-01
1182,medium,2023-07-01,4,0|1|2|3,True,2023-11-01
1183,medium,2023-06-01,5,0|1|2|3|4,True,2023-11-01
1184,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
1185,low,2023-02-01,3,0|1|2,True,2023-05-01
1186,high,2023-05-01,9,0|1|2|3|4|5|6|7|8,True,2024-02-01
1187,medium,2023-05-01,8,0|1|2|3|4|5|6|7,True,2024-01-01
1188,low,2023-08-01,4,0|1|3|4,True,2024-01-01
1189,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
1190,high,2023-06-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-06-01
1191,high,2023-05-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-07-01
1192,medium,2023-04-01,7,0|1|2|3|4|5|6,True,2023-11-01
1193,low,2023-05-01,1,0,True,2023-06-01
1194,medium,2023-07-01,7,0|1|2|3|4|5|6,True,2024-02-01
1195,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
1196,medium,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
1197,high,2023-08-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-06-01
1198,medium,2023-08-01,2,0|1,True,2023-10-01
1199,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
1200,high,2023-09-01,18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,False,
1201,low,2023-03-01,1,0,True,2023-04-01
1202,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
1203,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
1204,low,2023-06-01,1,0,True,2023-07-01
1205,low,2023-08-01,3,0|1|2,True,2023-11-01
1206,medium,2023-03-01,2,0|1,True,2023-05-01
1207,high,2023-02-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-04-01
1208,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
1209,medium,2023-01-01,4,0|1|2|3,True,2023-05-01
1210,medium,2023-01-01,7,0|1|2|3|4|5|6,True,2023-08-01
1211,low,2023-07-01,1,0,True,2023-08-01
1212,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
1213,medium,2023-06-01,1,0,True,2023-07-01
1214,high,2023-04-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2024-03-01
1215,high,2023-09-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-07-01
1216,medium,2023-01-01,5,0|1|2|3|4,True,2023-06-01
1217,medium,2023-06-01,7,0|1|2|3|4|5|6,True,2024-01-01
1218,medium,2023-05-01,6,0|1|2|3|4|5,True,2023-11-01
1219,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
1220,low,2023-08-01,4,0|1|2|3,True,2023-12-01
1221,medium,2023-01-01,3,0|1|2,True,2023-04-01
1222,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
1223,medium,2023-03-01,5,0|1|2|3|4,True,2023-08-01
1224,medium,2023-06-01,3,0|1|2,True,2023-09-01
1225,high,2023-03-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-03-01
1226,high,2023-06-01,8,0|1|2|3|4|5|6|7,True,2024-02-01
1227,low,2023-03-01,1,0,True,2023-04-01
1228,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
1229,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
1230,medium,2023-02-01,4,0|1|2|3,True,2023-06-01
1231,medium,2023-09-01,4,0|1|2|3,True,2024-01-01
1232,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
1233,low,2023-07-01,5,0|1|2|3|4,True,2023-12-01
1234,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
1235,high,2023-02-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-03-01
1236,low,2023-03-01,1,0,True,2023-04-01
1237,low,2023-07-01,2,0|1,True,2023-09-01
1238,low,2023-08-01,1,0,True,2023-09-01
1239,high,2023-04-01,7,0|1|2|3|4|5|6,True,2023-11-01
1240,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
1241,high,2023-01-01,4,0|1|2|3,True,2023-05-01
1242,high,2023-02-01,18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,False,
1243,high,2023-08-01,8,0|1|2|3|4|5|6|7,True,2024-04-01
1244,medium,2023-06-01,4,0|1|2|3,True,2023-10-01
1245,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
1246,high,2023-09-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-10-01
1247,medium,2023-05-01,6,0|1|2|3|4|5,True,2023-11-01
1248,medium,2023-01-01,7,0|1|2|3|4|5|6,True,2023-08-01
1249,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
1250,low,2023-07-01,3,0|1|2,True,2023-10-01
